BioSample_s	Center_Name_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	population_s	Assay_Type_s	AssemblyName_s	BioProject_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	Strain_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMEA1573282	University of Geneva	ERX179582	NA12750.1.M_120209_7 extract	2012-12-05	1835	1243	2012-12-05	ERR204943	ERS185058	GEUV:NA12750	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573490	University of Geneva	ERX179667	NA12287.1.M_120209_6 extract	2012-12-05	1907	1262	2012-12-05	ERR204946	ERS185075	GEUV:NA12287	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573468	University of Geneva	ERX179687	NA19172.1.M_120209_8 extract	2013-02-21	2554	1734	2013-02-21	ERR204948	ERS185073	GEUV:NA19172	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573271	University of Geneva	ERX179684	NA18488.1.M_120209_8 extract	2012-12-05	2035	1383	2012-12-05	ERR204961	ERS185055	GEUV:NA18488	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573162	Uppsala University	ERX179641	NA20527.6.M_120119_5 extract	2013-02-22	3030	2135	2013-02-22	ERR204965	ERS185082	GEUV:NA20527	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573162	University of Geneva	ERX179661	NA20527.1.M_111124_6 extract	2013-02-23	5580	4065	2013-02-23	ERR204978	ERS185082	GEUV:NA20527	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573356	University of Geneva	ERX179668	NA19160.1.M_120209_5 extract	2013-02-21	2571	1725	2013-02-21	ERR204981	ERS185062	GEUV:NA19160	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573324	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX179543	NA19144.4.M_120208_2 extract	2012-12-05	3455	2372	2012-12-05	ERR204985	ERS185166	GEUV:NA19144	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573257	University of Geneva	ERX179704	NA11830.1.M_120209_6 extract	2012-12-05	2888	1906	2012-12-05	ERR204992	ERS185097	GEUV:NA11830	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573228	University of Geneva	ERX179685	NA18511.1.M_120209_1 extract	2012-12-05	1930	1310	2012-12-05	ERR204996	ERS185100	GEUV:NA18511	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573105	University of Geneva	ERX179586	NA19190.1.M_120209_8 extract	2013-02-21	2669	1804	2013-02-21	ERR204997	ERS185093	GEUV:NA19190	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573296	University of Geneva	ERX179681	NA11992.1.M_120209_6 extract	2012-12-05	2835	1877	2012-12-05	ERR205001	ERS185096	GEUV:NA11992	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573157	University of Geneva	ERX179536	NA19198.1.M_120209_3 extract	2013-02-21	2486	1662	2013-02-21	ERR205020	ERS185136	GEUV:NA19198	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573421	University of Geneva	ERX179612	NA19210.1.M_120209_1 extract	2013-02-21	2501	1727	2013-02-21	ERR205021	ERS185068	GEUV:NA19210	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573162	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX179593	NA20527.5.M_120131_1 extract	2013-02-23	4957	3361	2013-02-23	ERR204830	ERS185082	GEUV:NA20527	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573205	University of Geneva	ERX179635	NA12873.1.M_120209_7 extract	2012-12-05	1688	1144	2012-12-05	ERR204833	ERS185117	GEUV:NA12873	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573501	University of Geneva	ERX179519	NA19138.1.M_120209_7 extract	2013-02-21	1789	1218	2013-02-21	ERR204837	ERS185152	GEUV:NA19138	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573332	University of Geneva	ERX179664	NA11832.1.M_120209_7 extract	2012-12-05	2158	1451	2012-12-05	ERR204848	ERS185066	GEUV:NA11832	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573304	University of Geneva	ERX179515	HG00313.1.M_120209_2 extract	2012-12-05	2085	1432	2012-12-05	ERR204865	ERS185213	GEUV:HG00313	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573111	University of Geneva	ERX179600	NA20532.1.M_120209_5 extract	2013-02-21	2649	1781	2013-02-21	ERR204871	ERS185081	GEUV:NA20532	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573162	Leiden University Medical Center	ERX179609	NA20527.7.M_120219_8 extract	2013-02-22	4116	2957	2013-02-22	ERR204874	ERS185082	GEUV:NA20527	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573229	University of Geneva	ERX179518	NA18910.1.M_120209_5 extract	2012-12-05	2543	1715	2012-12-05	ERR204877	ERS185199	GEUV:NA18910	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573475	University of Geneva	ERX179522	HG00138.1.M_120209_2 extract	2012-12-05	3937	2692	2012-12-05	ERR204884	ERS185179	GEUV:HG00138	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573454	University of Geneva	ERX179571	NA11840.1.M_120209_4 extract	2012-12-05	1769	1182	2012-12-05	ERR204885	ERS185072	GEUV:NA11840	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573243	University of Geneva	ERX179676	NA18923.1.M_120209_6 extract	2013-02-21	2326	1606	2013-02-21	ERR204889	ERS185101	GEUV:NA18923	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573146	University of Geneva	ERX179702	NA11829.1.M_120209_7 extract	2012-12-05	2293	1531	2012-12-05	ERR204900	ERS185107	GEUV:NA11829	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573162	Max Planck Institute for Molecular Genetics	ERX179634	NA20527.3.M_120202_3 extract	2013-02-22	1932	1325	2013-02-22	ERR204908	ERS185082	GEUV:NA20527	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573301	University of Geneva	ERX179618	NA20538.1.M_120209_5 extract	2013-02-21	1690	1142	2013-02-21	ERR204911	ERS185116	GEUV:NA20538	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573407	University of Geneva	ERX179591	NA18916.1.M_120209_7 extract	2012-12-05	2590	1773	2012-12-05	ERR204903	ERS185088	GEUV:NA18916	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573498	University of Geneva	ERX179577	NA19099.1.M_120209_4 extract	2013-02-21	1676	1138	2013-02-21	ERR204912	ERS185061	GEUV:NA19099	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573201	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162787	HG00372.4.M_120208_3 extract	2012-11-06	3881	2754	2012-11-06	ERR188078	ERS185218	GEUV:HG00372	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573499	Leiden University Medical Center	ERX162852	HG00152.7.M_120219_3 extract	2012-11-06	7909	5558	2012-11-06	ERR188084	ERS185312	GEUV:HG00152	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573145	University of Geneva	ERX162834	HG00121.1.M_111124_7 extract	2012-11-06	2951	2098	2012-11-06	ERR188087	ERS185241	GEUV:HG00121	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573156	University of Geneva	ERX162972	NA20504.1.M_111124_7 extract	2012-11-06	3747	2651	2012-11-06	ERR188088	ERS185242	GEUV:NA20504	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573137	Centre for Genomic Regulation, Barcelona	ERX163067	HG00256.2.M_111215_7 extract	2012-11-06	5109	3698	2012-11-06	ERR188091	ERS185256	GEUV:HG00256	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573338	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX163046	NA19150.5.M_120131_7 extract	2012-11-06	4224	2928	2012-11-06	ERR188093	ERS185285	GEUV:NA19150	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573149	Max Planck Institute for Molecular Genetics	ERX162753	HG00148.3.M_120202_6 extract	2012-11-06	2976	2061	2012-11-06	ERR188379	ERS185257	GEUV:HG00148	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573236	Leiden University Medical Center	ERX162898	NA20521.7.M_120219_7 extract	2012-11-06	3402	2291	2012-11-06	ERR188386	ERS185296	GEUV:NA20521	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573381	Max Planck Institute for Molecular Genetics	ERX162722	HG00160.3.M_120202_1 extract	2012-11-06	2349	1627	2012-11-06	ERR188387	ERS185282	GEUV:HG00160	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573331	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162730	NA12762.4.M_120208_3 extract	2012-11-06	3446	2454	2012-11-06	ERR188100	ERS185288	GEUV:NA12762	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573315	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX162789	NA20768.5.M_120131_1 extract	2012-11-06	4294	2937	2012-11-06	ERR188105	ERS185227	GEUV:NA20768	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573360	University of Geneva	ERX162853	NA12342.1.M_111124_5 extract	2012-11-06	4151	2909	2012-11-06	ERR188107	ERS185304	GEUV:NA12342	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573514	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162776	NA20754.4.M_120208_1 extract	2012-11-06	3515	2450	2012-11-06	ERR188108	ERS185289	GEUV:NA20754	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573382	Leiden University Medical Center	ERX162888	HG00365.7.M_120219_5 extract	2012-11-07	8377	5902	2012-11-07	ERR188395	ERS185297	GEUV:HG00365	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573522	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX163133	HG00141.5.M_120131_3 extract	2012-11-07	5274	3611	2012-11-07	ERR188401	ERS185234	GEUV:HG00141	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573104	Max Planck Institute for Molecular Genetics	ERX162774	HG00151.3.M_120202_4 extract	2012-11-07	2180	1496	2012-11-07	ERR188116	ERS185251	GEUV:HG00151	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573191	Uppsala University	ERX162922	NA19256.6.M_120119_6 extract	2012-11-07	4134	2886	2012-11-07	ERR188120	ERS185253	GEUV:NA19256	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573230	University of Geneva	ERX162857	NA20826.1.M_111124_1 extract	2012-11-07	4121	3007	2012-11-07	ERR188125	ERS185259	GEUV:NA20826	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573494	University of Geneva	ERX162956	NA19092.1.M_111124_3 extract	2012-11-07	5003	3549	2012-11-07	ERR188128	ERS185221	GEUV:NA19092	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573512	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162744	HG00129.4.M_120208_8 extract	2012-11-07	3444	2451	2012-11-07	ERR188412	ERS185235	GEUV:HG00129	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573184	University of Geneva	ERX163153	NA12890.1.M_111124_3 extract	2012-11-07	4021	2986	2012-11-07	ERR188413	ERS185244	GEUV:NA12890	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573509	University of Geneva	ERX163095	NA20800.1.M_111124_5 extract	2012-11-07	5275	3693	2012-11-07	ERR188419	ERS185278	GEUV:NA20800	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573107	University of Geneva	ERX162933	NA19225.1.M_120209_2 extract	2012-11-07	3405	2325	2012-11-07	ERR188421	ERS185247	GEUV:NA19225	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573483	Centre for Genomic Regulation, Barcelona	ERX162729	NA20797.2.M_111215_6 extract	2012-11-07	5732	3942	2012-11-07	ERR188132	ERS185263	GEUV:NA20797	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573400	Max Planck Institute for Molecular Genetics	ERX163098	NA12827.3.M_120202_2 extract	2012-11-07	2203	1561	2012-11-07	ERR188134	ERS185298	GEUV:NA12827	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573372	University of Geneva	ERX162795	NA18917.1.M_111124_5 extract	2012-11-07	3858	2791	2012-11-07	ERR188139	ERS185301	GEUV:NA18917	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573279	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162918	HG00366.4.M_120208_1 extract	2012-11-07	4333	3119	2012-11-07	ERR188150	ERS185291	GEUV:HG00366	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573536	Leiden University Medical Center	ERX163061	NA20803.7.M_120219_1 extract	2012-11-07	8022	5730	2012-11-07	ERR188437	ERS185224	GEUV:NA20803	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573525	Max Planck Institute for Molecular Genetics	ERX162999	HG00173.3.M_120202_1 extract	2012-11-07	2481	1719	2012-11-07	ERR188445	ERS185225	GEUV:HG00173	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573135	Centre for Genomic Regulation, Barcelona	ERX162979	NA18489.2.M_111216_1 extract	2012-11-07	3780	2782	2012-11-07	ERR188151	ERS185268	GEUV:NA18489	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573528	Centre for Genomic Regulation, Barcelona	ERX162955	NA12751.2.M_111215_8 extract	2012-11-07	5304	3651	2012-11-07	ERR188152	ERS185314	GEUV:NA12751	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573334	Centre for Genomic Regulation, Barcelona	ERX162794	NA20765.2.M_111215_5 extract	2012-11-07	6236	4461	2012-11-07	ERR188153	ERS185306	GEUV:NA20765	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573209	Leiden University Medical Center	ERX162973	NA18502.7.M_120219_8 extract	2012-11-07	8135	5777	2012-11-07	ERR188158	ERS185294	GEUV:NA18502	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573318	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX163107	NA20513.4.M_120208_1 extract	2012-11-07	3904	2717	2012-11-07	ERR188160	ERS185226	GEUV:NA20513	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573370	Leiden University Medical Center	ERX163087	HG00159.7.M_120219_6 extract	2012-11-07	4981	3492	2012-11-07	ERR188164	ERS185283	GEUV:HG00159	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573151	Centre for Genomic Regulation, Barcelona	ERX162719	HG00338.2.M_111215_8 extract	2012-11-07	6665	4579	2012-11-07	ERR188169	ERS185255	GEUV:HG00338	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573495	University of Geneva	ERX163150	HG00235.1.M_111124_1 extract	2012-11-07	3329	2430	2012-11-07	ERR188450	ERS185279	GEUV:HG00235	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
